,neighborhood_name,neighborhood_latitude,neighborhood_longitude,vanue,vanue_category,venue_latitude,venue_longitude
428,Studio District,43.6595255,-79.340923,Avling Kitchen & Brewery,Brewery,43.661515,-79.338117
429,Studio District,43.6595255,-79.340923,Reliable Halibut and Chips,Seafood Restaurant,43.660874,-79.340938
430,Studio District,43.6595255,-79.340923,Boxcar Social,Café,43.659722741351565,-79.34687077721378
431,Studio District,43.6595255,-79.340923,braised,American Restaurant,43.660451867292366,-79.34334606916272
432,Studio District,43.6595255,-79.340923,Wonder Pens,Stationery Store,43.662809067344405,-79.34145159601191
433,Studio District,43.6595255,-79.340923,Starbucks,Coffee Shop,43.660742,-79.342362
434,Studio District,43.6595255,-79.340923,Lil' Baci,Italian Restaurant,43.6605116572649,-79.34315072724176
435,Studio District,43.6595255,-79.340923,Bonjour Brioche,Bakery,43.65973440286799,-79.34626614342186
436,Studio District,43.6595255,-79.340923,District 28,Coworking Space,43.65517388160507,-79.34059760137761
437,Studio District,43.6595255,-79.340923,Chez Nous,Wine Bar,43.65964,-79.3469
438,Studio District,43.6595255,-79.340923,Sweat & Soda,Café,43.66185374187197,-79.33619591158853
439,Studio District,43.6595255,-79.340923,Delica Kitchen,Café,43.66080581509536,-79.34150197940215
440,Studio District,43.6595255,-79.340923,Jimmie Simpson Park,Park,43.65922968838468,-79.3450629597167
441,Studio District,43.6595255,-79.340923,The Roy Public House,Bar,43.660451849464096,-79.34299382973943
442,Studio District,43.6595255,-79.340923,Spirit Loft Yoga,Yoga Studio,43.66354815944136,-79.3413327874046
443,Studio District,43.6595255,-79.340923,Dwell Gym,Gym / Fitness Center,43.6634116374049,-79.3411044597478
444,Studio District,43.6595255,-79.340923,Brooklyn Tavern,American Restaurant,43.66193697467491,-79.33593786927155
445,Studio District,43.6595255,-79.340923,Barrio Cerveceria,Latin American Restaurant,43.66043013260822,-79.34350897486634
446,Studio District,43.6595255,-79.340923,The Thirsty Duck,Gastropub,43.66113846977925,-79.34010994796954
447,Studio District,43.6595255,-79.340923,TD Canada Trust,Bank,43.660659451666845,-79.34277481866047
448,Studio District,43.6595255,-79.340923,Good Neighbour,Clothing Store,43.6610004575794,-79.34029809683763
449,Studio District,43.6595255,-79.340923,7-Eleven,Convenience Store,43.660897,-79.340159
450,Studio District,43.6595255,-79.340923,Gale's Snack Bar,Diner,43.658239,-79.339077
451,Studio District,43.6595255,-79.340923,Saulter Street Brewery,Brewery,43.6584115679406,-79.34639217979787
452,Studio District,43.6595255,-79.340923,Value Village,Thrift / Vintage Store,43.66072824808859,-79.34169289062348
453,Studio District,43.6595255,-79.340923,McQueens Pub,Gastropub,43.66148312783299,-79.338072195258
454,Lawrence Park,43.7280205,-79.3887901,Lawrence Park Ravine,Park,43.72696303913755,-79.39438246708775
455,Lawrence Park,43.7280205,-79.3887901,Zodiac Swim School,Swim School,43.72853205765438,-79.3828602612317
456,Lawrence Park,43.7280205,-79.3887901,TTC Bus #162 - Lawrence-Donway,Bus Line,43.72802605799448,-79.38280527753858
457,Davisville North,43.7127511,-79.3901975,Summerhill Market North,Food & Drink Shop,43.71549914910689,-79.39288125988016
458,Davisville North,43.7127511,-79.3901975,Sherwood Park,Park,43.71655100307589,-79.38777567141624
459,Davisville North,43.7127511,-79.3901975,Homeway Restaurant & Brunch,Breakfast Spot,43.71264120397444,-79.39155655199944
460,Davisville North,43.7127511,-79.3901975,Winners,Department Store,43.71323606413252,-79.3938728363979
461,Davisville North,43.7127511,-79.3901975,Best Western Roehampton Hotel & Suites,Hotel,43.7088783,-79.3908798
462,Davisville North,43.7127511,-79.3901975,Subway,Sandwich Place,43.7084743635371,-79.39067425664052
463,Davisville North,43.7127511,-79.3901975,Gym,Gym,43.71312601210131,-79.39353747528043
464,North Toronto West,43.7153834,-79.40567840000001,Barreworks,Yoga Studio,43.71407030751952,-79.40010911522093
465,North Toronto West,43.7153834,-79.40567840000001,Nailsense,Spa,43.71746731916717,-79.40065341489495
466,North Toronto West,43.7153834,-79.40567840000001,C'est Bon,Chinese Restaurant,43.71678474928588,-79.40040634837081
467,North Toronto West,43.7153834,-79.40567840000001,Civello Salon,Salon / Barbershop,43.71511093497453,-79.40030409940266
468,North Toronto West,43.7153834,-79.40567840000001,Uncle Betty's Diner,Diner,43.7144524368588,-79.40009057656115
469,North Toronto West,43.7153834,-79.40567840000001,Tio's Urban Mexican,Mexican Restaurant,43.71463,-79.4
470,North Toronto West,43.7153834,-79.40567840000001,Sushi Shop,Restaurant,43.713861,-79.400093
471,North Toronto West,43.7153834,-79.40567840000001,lululemon,Clothing Store,43.7134783384539,-79.4000817882245
472,North Toronto West,43.7153834,-79.40567840000001,Starbucks,Coffee Shop,43.71559,-79.40045
473,North Toronto West,43.7153834,-79.40567840000001,Dufflet Pastries,Dessert Shop,43.71572948229811,-79.40028336157728
474,North Toronto West,43.7153834,-79.40567840000001,A&W,Fast Food Restaurant,43.715149,-79.399944
475,North Toronto West,43.7153834,-79.40567840000001,Sporting Life,Sporting Goods Shop,43.71627717160474,-79.40024796918705
476,North Toronto West,43.7153834,-79.40567840000001,GAP,Clothing Store,43.71544977487359,-79.40008916661074
477,North Toronto West,43.7153834,-79.40567840000001,Tim Hortons,Coffee Shop,43.71489400011398,-79.39977586269379
478,North Toronto West,43.7153834,-79.40567840000001,St. Clements - Yonge Parkette,Park,43.71206179547874,-79.40425523454469
479,North Toronto West,43.7153834,-79.40567840000001,Roots,Clothing Store,43.716193862387414,-79.40066099166876
480,North Toronto West,43.7153834,-79.40567840000001,TTC Subway Line 1 - Yonge-University-Spadina Line,Metro Station,43.714852318754225,-79.4002103805542
481,North Toronto West,43.7153834,-79.40567840000001,Second Cup,Café,43.714583000256965,-79.40011973797179
482,North Toronto West,43.7153834,-79.40567840000001,Olly Shoes,Shoe Store,43.71498998378196,-79.40011940204228
483,North Toronto West,43.7153834,-79.40567840000001,Drake General Store,Gift Shop,43.714712809782114,-79.40015650911188
484,North Toronto West,43.7153834,-79.40567840000001,GAP,Clothing Store,43.714009,-79.399959
485,North Toronto West,43.7153834,-79.40567840000001,Little Party Shoppe,Miscellaneous Shop,43.713824815603665,-79.4000494480133
486,North Toronto West,43.7153834,-79.40567840000001,Anytime Fitness,Gym / Fitness Center,43.71765439,-79.40043421
487,North Toronto West,43.7153834,-79.40567840000001,Budget Car & Truck Rental,Rental Car Location,43.718479,-79.401165
488,North Toronto West,43.7153834,-79.40567840000001,Summer's Best Fruits & Flowers,Grocery Store,43.713767,-79.39987
489,Davisville,43.7043244,-79.3887901,Jules Cafe Patisserie,Dessert Shop,43.70413799694304,-79.38841260442167
490,Davisville,43.7043244,-79.3887901,Thobors Boulangerie Patisserie Café,Café,43.704513877453266,-79.38861602551758
491,Davisville,43.7043244,-79.3887901,Viva Napoli,Pizza Place,43.70575225315343,-79.38912464296774
492,Davisville,43.7043244,-79.3887901,Marigold Indian Bistro,Indian Restaurant,43.702880859375,-79.38800811767578
493,Davisville,43.7043244,-79.3887901,XO Gelato,Dessert Shop,43.70517671239303,-79.3887930388649
494,Davisville,43.7043244,-79.3887901,Zee Grill,Seafood Restaurant,43.70498511291793,-79.38847622354874
495,Davisville,43.7043244,-79.3887901,Starbucks,Coffee Shop,43.70594,-79.38941
496,Davisville,43.7043244,-79.3887901,June Rowlands Park,Park,43.70051698238234,-79.38918866607341
497,Davisville,43.7043244,-79.3887901,Sakae Sushi,Sushi Restaurant,43.70494407149989,-79.38870408604551
498,Davisville,43.7043244,-79.3887901,Florentia Ristorante,Italian Restaurant,43.703594,-79.3879846
499,Davisville,43.7043244,-79.3887901,Positano,Italian Restaurant,43.704558,-79.38863854
500,Davisville,43.7043244,-79.3887901,Thai Spicy House,Thai Restaurant,43.7019616162845,-79.3875129672506
501,Davisville,43.7043244,-79.3887901,Flaky Tart,Dessert Shop,43.70653850357435,-79.38961139953942
502,Davisville,43.7043244,-79.3887901,Hokkaido Sushi,Sushi Restaurant,43.708081718364554,-79.38999467246003
503,Davisville,43.7043244,-79.3887901,GoodLife Fitness,Gym,43.700802,-79.386417
504,Davisville,43.7043244,-79.3887901,Bread and Butter,Sandwich Place,43.70158248227423,-79.3873587869354
505,Davisville,43.7043244,-79.3887901,Granite Brewery,Brewery,43.70799119535042,-79.38994275728216
506,Davisville,43.7043244,-79.3887901,Hazel's Diner,Diner,43.70210267511542,-79.3876176468172
507,Davisville,43.7043244,-79.3887901,Crossfit Metric,Gym,43.70747956557104,-79.38985687683696
508,Davisville,43.7043244,-79.3887901,Mastermind Toys,Toy / Game Store,43.704839243420075,-79.38854629838522
509,Davisville,43.7043244,-79.3887901,souvlaki express,Greek Restaurant,43.70737794652891,-79.38984793934696
510,Davisville,43.7043244,-79.3887901,Starving Artist,Restaurant,43.701538,-79.38724
511,Davisville,43.7043244,-79.3887901,Second Cup,Coffee Shop,43.704344001380505,-79.38865888961692
512,Davisville,43.7043244,-79.3887901,Petro-Canada,Gas Station,43.70226903889355,-79.38795536756516
513,Davisville,43.7043244,-79.3887901,Apple Tree Farmer's Market,Farmers Market,43.70032613903132,-79.38976045544334
514,Davisville,43.7043244,-79.3887901,Marcheleo's Gourmet Marketplace,Gourmet Shop,43.70804065392919,-79.39219480282117
515,Davisville,43.7043244,-79.3887901,Subway,Sandwich Place,43.70176337400996,-79.38780495416756
516,Davisville,43.7043244,-79.3887901,Meow Cat Cafe,Café,43.702927,-79.38819
517,Davisville,43.7043244,-79.3887901,Pizza Pizza,Pizza Place,43.70613821755869,-79.38929246805056
518,Davisville,43.7043244,-79.3887901,Shoppers Drug Mart,Pharmacy,43.707806,-79.389893
519,Davisville,43.7043244,-79.3887901,Subway,Sandwich Place,43.7084743635371,-79.39067425664052
520,Davisville,43.7043244,-79.3887901,Bolan Thai Cuisine,Thai Restaurant,43.706833,-79.3892
521,Davisville,43.7043244,-79.3887901,Kidnasium,Indoor Play Area,43.706938885972804,-79.3895295409309
522,Davisville,43.7043244,-79.3887901,Oisie sushi,Japanese Restaurant,43.7083013094919,-79.38842444207054
523,Davisville,43.7043244,-79.3887901,Provocative Pizza Series,Pizza Place,43.708293114505096,-79.38954603484376
524,"Moore Park,Summerhill East",43.6895743,-79.38315990000001,Loring-Wyle Parkette,Park,43.690270427217385,-79.3834375880377
525,"Moore Park,Summerhill East",43.6895743,-79.38315990000001,Totum Life Science St. Clair,Gym,43.68652516898866,-79.38344858470381
526,"Moore Park,Summerhill East",43.6895743,-79.38315990000001,Reds,Restaurant,43.6928156790476,-79.38450425856912
527,"Moore Park,Summerhill East",43.6895743,-79.38315990000001,Moore Park Tennis Club,Tennis Court,43.693289308734215,-79.38289953522846
528,"Deer Park,South Hill,Summerhill West,Forest Hill SE,Rathnelly",43.68641229999999,-79.4000493,The Market By Longo’s,Supermarket,43.686711,-79.399536
529,"Deer Park,South Hill,Summerhill West,Forest Hill SE,Rathnelly",43.68641229999999,-79.4000493,LCBO,Liquor Store,43.686990631074885,-79.39923810519545
530,"Deer Park,South Hill,Summerhill West,Forest Hill SE,Rathnelly",43.68641229999999,-79.4000493,Mary Be Kitchen,Restaurant,43.687708,-79.395062
531,"Deer Park,South Hill,Summerhill West,Forest Hill SE,Rathnelly",43.68641229999999,-79.4000493,Daeco Sushi,Sushi Restaurant,43.68783769992881,-79.39565249242683
532,"Deer Park,South Hill,Summerhill West,Forest Hill SE,Rathnelly",43.68641229999999,-79.4000493,Union Social Eatery,American Restaurant,43.68789522205706,-79.39491559605742
533,"Deer Park,South Hill,Summerhill West,Forest Hill SE,Rathnelly",43.68641229999999,-79.4000493,Starbucks,Coffee Shop,43.686756,-79.398292
534,"Deer Park,South Hill,Summerhill West,Forest Hill SE,Rathnelly",43.68641229999999,-79.4000493,Tim Hortons,Coffee Shop,43.687682,-79.39684
535,"Deer Park,South Hill,Summerhill West,Forest Hill SE,Rathnelly",43.68641229999999,-79.4000493,Raiders E-Sports Centre,Sports Bar,43.687682915990386,-79.39594439646025
536,"Deer Park,South Hill,Summerhill West,Forest Hill SE,Rathnelly",43.68641229999999,-79.4000493,Fionn MacCool's,Pub,43.68792137317272,-79.39478325313542
537,"Deer Park,South Hill,Summerhill West,Forest Hill SE,Rathnelly",43.68641229999999,-79.4000493,Scallywags,Pub,43.687981749962695,-79.39467568457059
538,"Deer Park,South Hill,Summerhill West,Forest Hill SE,Rathnelly",43.68641229999999,-79.4000493,Popeyes Louisiana Kitchen,Fried Chicken Joint,43.6893,-79.395302
539,"Deer Park,South Hill,Summerhill West,Forest Hill SE,Rathnelly",43.68641229999999,-79.4000493,Pizzaiolo,Pizza Place,43.68799051263145,-79.39463424218918
540,"Deer Park,South Hill,Summerhill West,Forest Hill SE,Rathnelly",43.68641229999999,-79.4000493,Sprout,Vietnamese Restaurant,43.687995609133544,-79.39465149552744
541,"Deer Park,South Hill,Summerhill West,Forest Hill SE,Rathnelly",43.68641229999999,-79.4000493,Kiva's,Bagel Shop,43.687983764255456,-79.39471505267664
542,"Deer Park,South Hill,Summerhill West,Forest Hill SE,Rathnelly",43.68641229999999,-79.4000493,TTC Stop #,Light Rail Station,43.6858256,-79.40498099
543,Rosedale,43.6795626,-79.37752940000001,Rosedale Park,Playground,43.68232820227814,-79.37893434347683
544,Rosedale,43.6795626,-79.37752940000001,Whitney Park,Park,43.68203573063681,-79.37378835021306
545,Rosedale,43.6795626,-79.37752940000001,Alex Murray Parkette,Park,43.678300240478954,-79.38277328698108
546,Rosedale,43.6795626,-79.37752940000001,Milkman's Lane,Trail,43.676352068015554,-79.37384239440172
547,"Cabbagetown,St. James Town",43.667967,-79.3676753,Cranberries,Diner,43.6678427705951,-79.36940687874281
548,"Cabbagetown,St. James Town",43.667967,-79.3676753,Butter Chicken Factory,Indian Restaurant,43.66707247004843,-79.36918422958169
549,"Cabbagetown,St. James Town",43.667967,-79.3676753,Kingyo Toronto,Japanese Restaurant,43.66589495808371,-79.36841520638596
550,"Cabbagetown,St. James Town",43.667967,-79.3676753,Merryberry Cafe + Bistro,Café,43.66663020301851,-79.36879184199822
551,"Cabbagetown,St. James Town",43.667967,-79.3676753,F'Amelia,Italian Restaurant,43.66753590663226,-79.36861331485827
552,"Cabbagetown,St. James Town",43.667967,-79.3676753,Murgatroid,Restaurant,43.66738149016019,-79.36931129229457
553,"Cabbagetown,St. James Town",43.667967,-79.3676753,Cabbagetown Brew,Café,43.66692279890784,-79.36928929560437
554,"Cabbagetown,St. James Town",43.667967,-79.3676753,Absolute Bakery & Café,Bakery,43.667469462461995,-79.36927654747196
555,"Cabbagetown,St. James Town",43.667967,-79.3676753,Fair Trade Jewellery Co.,Jewelry Store,43.6653480241165,-79.36836240366654
556,"Cabbagetown,St. James Town",43.667967,-79.3676753,Toronto Dance Theatre,General Entertainment,43.66623230619368,-79.36707506629983
557,"Cabbagetown,St. James Town",43.667967,-79.3676753,St. Jamestown Delicatessen,Butcher,43.66581142395609,-79.36864825640076
558,"Cabbagetown,St. James Town",43.667967,-79.3676753,House on Parliament,Gastropub,43.663645704974314,-79.36785378722945
559,"Cabbagetown,St. James Town",43.667967,-79.3676753,Mr. Jerk,Caribbean Restaurant,43.66732847256732,-79.37338943621165
560,"Cabbagetown,St. James Town",43.667967,-79.3676753,Labour Of Love,Gift Shop,43.663907,-79.368822
561,"Cabbagetown,St. James Town",43.667967,-79.3676753,Pet Valu,Pet Store,43.66420501339666,-79.36846012382637
562,"Cabbagetown,St. James Town",43.667967,-79.3676753,Stout Irish Pub,Pub,43.66389071833622,-79.3690300810636
563,"Cabbagetown,St. James Town",43.667967,-79.3676753,The Epicure Shop,Deli / Bodega,43.663964860964924,-79.36779540886938
564,"Cabbagetown,St. James Town",43.667967,-79.3676753,Kanpai Snack Bar,Taiwanese Restaurant,43.664330935948634,-79.36806503124257
565,"Cabbagetown,St. James Town",43.667967,-79.3676753,The Pear Tree,Restaurant,43.664904018134834,-79.36824639094671
566,"Cabbagetown,St. James Town",43.667967,-79.3676753,Sunny Green Vegetable and Fruit,Market,43.667555388483756,-79.3724347693053
567,"Cabbagetown,St. James Town",43.667967,-79.3676753,Wellesley Park,Park,43.6696487958367,-79.3621551990509
568,"Cabbagetown,St. James Town",43.667967,-79.3676753,Thai Room - Cabbagetown,Thai Restaurant,43.6641587260231,-79.36818872980979
569,"Cabbagetown,St. James Town",43.667967,-79.3676753,Jetfuel Coffee,Coffee Shop,43.66529519392083,-79.3683345416816
570,"Cabbagetown,St. James Town",43.667967,-79.3676753,Hey Lucy,Italian Restaurant,43.66407509923825,-79.36865505824356
571,"Cabbagetown,St. James Town",43.667967,-79.3676753,TD Canada Trust,Bank,43.66465469253796,-79.36788707971579
572,"Cabbagetown,St. James Town",43.667967,-79.3676753,LCBO,Liquor Store,43.665585593088366,-79.36853050840249
573,"Cabbagetown,St. James Town",43.667967,-79.3676753,Winchester Park,Playground,43.66623107575282,-79.3716312803108
574,"Cabbagetown,St. James Town",43.667967,-79.3676753,The Beer Store,Beer Store,43.6664079,-79.368833
575,"Cabbagetown,St. James Town",43.667967,-79.3676753,Tim Hortons,Coffee Shop,43.66716925802294,-79.36884865164751
576,"Cabbagetown,St. James Town",43.667967,-79.3676753,Subway,Sandwich Place,43.66564329610601,-79.3683001523662
577,"Cabbagetown,St. James Town",43.667967,-79.3676753,Daniel et Daniel Event Creation & Catering,Bakery,43.6643837,-79.3683282
578,"Cabbagetown,St. James Town",43.667967,-79.3676753,Pizza Pizza,Pizza Place,43.667178738521734,-79.36966873777858
579,"Cabbagetown,St. James Town",43.667967,-79.3676753,Tim Hortons,Coffee Shop,43.665785871990316,-79.36828404664993
580,"Cabbagetown,St. James Town",43.667967,-79.3676753,The Flying Beaver Pubaret,Pub,43.664828798875426,-79.36829203718695
581,"Cabbagetown,St. James Town",43.667967,-79.3676753,Johnny G's,Breakfast Spot,43.66456495893274,-79.36806027251208
582,"Cabbagetown,St. James Town",43.667967,-79.3676753,Pizza Pizza,Pizza Place,43.66809038080825,-79.37027389227195
583,"Cabbagetown,St. James Town",43.667967,-79.3676753,China Gourmet,Chinese Restaurant,43.6641802410051,-79.36835925727236
584,"Cabbagetown,St. James Town",43.667967,-79.3676753,Shoppers Drug Mart,Pharmacy,43.663998,-79.36783
585,"Cabbagetown,St. James Town",43.667967,-79.3676753,Tim Hortons / Esso,Coffee Shop,43.66712972601009,-79.37066407870991
586,"Cabbagetown,St. James Town",43.667967,-79.3676753,Cabbage Town Organics,Gourmet Shop,43.66470430290944,-79.36811488472324
587,"Cabbagetown,St. James Town",43.667967,-79.3676753,Park Snacks,Snack Place,43.66697911709206,-79.36311542987823
588,"Cabbagetown,St. James Town",43.667967,-79.3676753,No Frills,Grocery Store,43.663515,-79.367166
589,"Cabbagetown,St. James Town",43.667967,-79.3676753,D&W Fruits And Flowers,Flower Shop,43.66781688757667,-79.37306400833606
590,"Cabbagetown,St. James Town",43.667967,-79.3676753,Me to We,Office,43.66395287347868,-79.36883537699467
591,"Cabbagetown,St. James Town",43.667967,-79.3676753,Rosedale Ravine,Park,43.672151681201306,-79.36715009255055
592,Church and Wellesley,43.6658599,-79.38315990000001,Storm Crow Manor,Theme Restaurant,43.66683985695023,-79.38159278029707
593,Church and Wellesley,43.6658599,-79.38315990000001,DanceLifeX Centre,Dance Studio,43.66695583448771,-79.3852972984314
594,Church and Wellesley,43.6658599,-79.38315990000001,The Alley,Bubble Tea Shop,43.66592244798498,-79.38556672752236
595,Church and Wellesley,43.6658599,-79.38315990000001,Sansotei Ramen 三草亭,Ramen Restaurant,43.666734794517005,-79.3853530009483
596,Church and Wellesley,43.6658599,-79.38315990000001,Smith,Breakfast Spot,43.66692666745884,-79.38142135954267
597,Church and Wellesley,43.6658599,-79.38315990000001,Fabarnak,Restaurant,43.66637677585409,-79.38096396850409
598,Church and Wellesley,43.6658599,-79.38315990000001,Barbara Hall Park,Park,43.66687857011423,-79.38106777601625
599,Church and Wellesley,43.6658599,-79.38315990000001,Como En Casa,Mexican Restaurant,43.66516,-79.384796
600,Church and Wellesley,43.6658599,-79.38315990000001,Wickson Social,Gastropub,43.66590450775969,-79.38571974166427
601,Church and Wellesley,43.6658599,-79.38315990000001,Glad Day Bookshop,Bookstore,43.66527119350875,-79.38078512672504
602,Church and Wellesley,43.6658599,-79.38315990000001,Bar Volo,Beer Bar,43.66546184849369,-79.38569158315659
603,Church and Wellesley,43.6658599,-79.38315990000001,Ho's Team Barber Shop,Salon / Barbershop,43.66563031656884,-79.38135926650858
604,Church and Wellesley,43.6658599,-79.38315990000001,Hero Certified Burgers,Burger Joint,43.66562403029978,-79.38090430769088
605,Church and Wellesley,43.6658599,-79.38315990000001,FUEL+,Juice Bar,43.66439936324463,-79.38042718414235
606,Church and Wellesley,43.6658599,-79.38315990000001,Riddle Room,General Entertainment,43.665881092438454,-79.38493615023397
607,Church and Wellesley,43.6658599,-79.38315990000001,Coach House Restaurant,Diner,43.66499059853204,-79.38481415727767
608,Church and Wellesley,43.6658599,-79.38315990000001,Si Lom,Thai Restaurant,43.66501007731949,-79.38068288199048
609,Church and Wellesley,43.6658599,-79.38315990000001,North of Brooklyn Pizzeria,Pizza Place,43.664383604568975,-79.38037571983865
610,Church and Wellesley,43.6658599,-79.38315990000001,Tokyo Grill,Japanese Restaurant,43.665085238149395,-79.38470692554789
611,Church and Wellesley,43.6658599,-79.38315990000001,Churchmouse & Firkin,Pub,43.66463217328346,-79.38040612389896
612,Church and Wellesley,43.6658599,-79.38315990000001,Ethiopian House,Ethiopian Restaurant,43.6665987043968,-79.38566906742606
613,Church and Wellesley,43.6658599,-79.38315990000001,T-Swirl Crepe,Creperie,43.663452,-79.384125
614,Church and Wellesley,43.6658599,-79.38315990000001,Woody's and Sailor,Gay Bar,43.664389684023526,-79.38036131100687
615,Church and Wellesley,43.6658599,-79.38315990000001,Wine Rack,Wine Shop,43.66580230870318,-79.38050712395066
616,Church and Wellesley,43.6658599,-79.38315990000001,Baskin-Robbins,Ice Cream Shop,43.66507308115074,-79.38068437615618
617,Church and Wellesley,43.6658599,-79.38315990000001,Dal Moro's Fresh Pasta To Go,Italian Restaurant,43.66664070494267,-79.38540023837237
618,Church and Wellesley,43.6658599,-79.38315990000001,Starbucks,Coffee Shop,43.66498,-79.38051
619,Church and Wellesley,43.6658599,-79.38315990000001,Kothur Indian Cuisine,Indian Restaurant,43.66787229558206,-79.38565911153148
620,Church and Wellesley,43.6658599,-79.38315990000001,Tokyo Sushi,Sushi Restaurant,43.665885330936845,-79.38697684868161
621,Church and Wellesley,43.6658599,-79.38315990000001,The Men's Room,Men's Store,43.664445596525944,-79.38006704821788
622,Church and Wellesley,43.6658599,-79.38315990000001,Bloom Cafe,Dessert Shop,43.66548,-79.38497
623,Church and Wellesley,43.6658599,-79.38315990000001,Piedmont Coffee Bar,Coffee Shop,43.66828640594333,-79.38252026711419
624,Church and Wellesley,43.6658599,-79.38315990000001,Holy Chuck,Burger Joint,43.66524054342597,-79.38472816592302
625,Church and Wellesley,43.6658599,-79.38315990000001,Black Eagle,Gay Bar,43.66408473971554,-79.38009823456886
626,Church and Wellesley,43.6658599,-79.38315990000001,Toronto Hemp Company,Smoke Shop,43.668419429320515,-79.38584843598086
627,Church and Wellesley,43.6658599,-79.38315990000001,The Keg Steakhouse + Bar,Steakhouse,43.66675618397813,-79.37830241801962
628,Church and Wellesley,43.6658599,-79.38315990000001,Hone Fitness,Gym,43.66748371662793,-79.38551016951237
629,Church and Wellesley,43.6658599,-79.38315990000001,Curry's Art Store Ltd.,Arts & Crafts Store,43.66283810530193,-79.38373201352064
630,Church and Wellesley,43.6658599,-79.38315990000001,Pegasus Bar,Sports Bar,43.66507639965844,-79.38064075593536
631,Church and Wellesley,43.6658599,-79.38315990000001,Ginger,Vietnamese Restaurant,43.665371542785785,-79.38084590182032
632,Church and Wellesley,43.6658599,-79.38315990000001,Burrito Bandidos,Burrito Place,43.662962178169344,-79.38395554190546
633,Church and Wellesley,43.6658599,-79.38315990000001,Central YMCA,Distribution Center,43.663083310067655,-79.38502493214878
634,Church and Wellesley,43.6658599,-79.38315990000001,Church Street Espresso,Café,43.66829221417146,-79.38187727767004
635,Church and Wellesley,43.6658599,-79.38315990000001,St. Louis Bar and Grill,Wings Joint,43.66385323730235,-79.38418742909323
636,Church and Wellesley,43.6658599,-79.38315990000001,Out On The Street,Men's Store,43.668293169032786,-79.3803404783587
637,Church and Wellesley,43.6658599,-79.38315990000001,Starbucks,Coffee Shop,43.665207,-79.384372
638,Church and Wellesley,43.6658599,-79.38315990000001,Kawa Sushi,Japanese Restaurant,43.66389438938988,-79.38021009464505
639,Church and Wellesley,43.6658599,-79.38315990000001,Wish,Restaurant,43.66875926600152,-79.38569365317709
640,Church and Wellesley,43.6658599,-79.38315990000001,Kintaro,Sake Bar,43.664151602498634,-79.38026409399562
641,Church and Wellesley,43.6658599,-79.38315990000001,Hair Of The Dog,Gastropub,43.66282779855822,-79.37966975971744
642,Church and Wellesley,43.6658599,-79.38315990000001,Buddies In Bad Times Theatre,Nightclub,43.663058539371825,-79.38344927771267
643,Church and Wellesley,43.6658599,-79.38315990000001,The Anndore House,Hotel,43.66880060698211,-79.38541264736057
644,Church and Wellesley,43.6658599,-79.38315990000001,Wow! Sushi,Sushi Restaurant,43.668514,-79.386686
645,Church and Wellesley,43.6658599,-79.38315990000001,The Yoga Sanctuary,Yoga Studio,43.661499497597596,-79.38363613350754
646,Church and Wellesley,43.6658599,-79.38315990000001,Constantine,Mediterranean Restaurant,43.668772727073986,-79.38528710685651
647,Church and Wellesley,43.6658599,-79.38315990000001,The Betty Oliphant Theatre,Theater,43.6643149030362,-79.37772963287725
648,Church and Wellesley,43.6658599,-79.38315990000001,Rooster Coffee House,Coffee Shop,43.66965378571954,-79.379870566686
649,Church and Wellesley,43.6658599,-79.38315990000001,Wendy's,Fast Food Restaurant,43.662820073147046,-79.38337917323224
650,Church and Wellesley,43.6658599,-79.38315990000001,Hero Certified Burgers,Burger Joint,43.66506305816304,-79.38729454806868
651,Church and Wellesley,43.6658599,-79.38315990000001,Cawthra Square Dog Park,Dog Run,43.66658331158984,-79.3800401687622
652,Church and Wellesley,43.6658599,-79.38315990000001,Coffee Island,Coffee Shop,43.66427089680226,-79.38697157138014
653,Church and Wellesley,43.6658599,-79.38315990000001,The Captain's Boil,Seafood Restaurant,43.662374914979594,-79.38353475807129
654,Church and Wellesley,43.6658599,-79.38315990000001,NC Salon +,Health & Beauty Service,43.66940593538455,-79.38674752555433
655,Church and Wellesley,43.6658599,-79.38315990000001,7 West Cafe,Café,43.66866503275271,-79.38682953936424
656,Church and Wellesley,43.6658599,-79.38315990000001,Naan & Kabob,Afghan Restaurant,43.66900468266943,-79.38621916870052
657,Church and Wellesley,43.6658599,-79.38315990000001,Onnki Donburi,Japanese Restaurant,43.669757426551236,-79.3845741987884
658,Church and Wellesley,43.6658599,-79.38315990000001,Ritz Caribbean Food,Caribbean Restaurant,43.66954527049821,-79.38650615702159
659,Church and Wellesley,43.6658599,-79.38315990000001,O. Noir,Restaurant,43.66914465420568,-79.38250465821741
660,Church and Wellesley,43.6658599,-79.38315990000001,The Blake House,American Restaurant,43.664468354131486,-79.37747087203942
661,Church and Wellesley,43.6658599,-79.38315990000001,Okonomi House お好みハウス,Japanese Restaurant,43.66844763699195,-79.38688420443032
662,Church and Wellesley,43.6658599,-79.38315990000001,Crown Princess Fine Dining 伯爵名宴,Chinese Restaurant,43.66645492941117,-79.38769789187712
663,Church and Wellesley,43.6658599,-79.38315990000001,Tokyo Kitchen,Japanese Restaurant,43.66878262373862,-79.38515305215851
664,Church and Wellesley,43.6658599,-79.38315990000001,Tika Tea House,Bubble Tea Shop,43.668797,-79.38601
